,french,bassa
270,"RÉSUMÉ : Arrête- toi sur les solutions plutôt que sur les problèmes, et sur des idées qui pousseront tes auditeurs à l’action","I SEM KWEP: U lôôha bañ yigye mandutu bôt ba mboma, ndi yigye mam ma nla hôla bo i yémbél mo, mam ma nti bo ngui ni botñem"
272,"Si tu es dans une situation semblable, demande- toi : Mon conjoint exige- t- il que j’arrête d’adorer Jéhovah ?","Ibale yak we u mboma nlélém jam, badba le: ‘Baa nlô wem a mbat me le me waa bégés Yéhôva?"
273,Mais il a dû arrêter pour s’occuper d’un proche malade,"Ndi, a bi téé nson u makiiña inyu tééda mut wé lihaa wada nu a bé kon, nano a yé ntéé likalô ikété likoda"
275,Les pharisiens détestaient Jésus et ils cherchaient une raison pour l’arrêter,"Lôk Farisai i bé oo Yésu, i yéñék manjel i gwel nye"
277,"Il accepte de plein gré d’être arrêté, comme il l’explique : Comment s’accompliraient les Écritures, qui disent que cela doit se passer ainsi ?","Yésu a yé bebee i nwas le ba gwel nye, inyu hala nyen a ntoñol le: Lelaa ni mam mana ma ga bôña inyu yônôs jam Bitilna bi bi kal?"
278,Certains savaient que David s’était arrangé pour qu’Ouriya soit tué,Bôt bape ba bé yi minsômba David a bi boñ inyu nol Uria
280,"Et depuis, les choses ne se sont pas arrangées ","Ndi ibôdôl i mamélél ma Gwét bi Ntôla II, bôt ba binam ba nigil bé i keñgle gwét"
282,"Alors, pour que la prédication puisse s’effectuer, nous obéissions aux lois, en espérant que les choses finiraient par s’arranger","Jon, inyu yônôs nson wés likalô, di bi noñ mbén i, di ban-ga botñem le mahéñha m’a bôña"
284,"Les mariages arrangés sont souvent des réussites, comme c’était déjà le cas aux temps bibliques","Kiki i ba ngéda Bibel i tilbana, mabii bagwal ba ñat, ma mbéna ke loñge"
286,Il s’est arrangé avec le diocèse pour que je retourne au couvent de Saragosse,"Jon i pada i, i bi tjek mam ni bisop le me témb i siksa i Saragôsa"
288,"Par contre, ils s’efforcent d’aider toutes les personnes concernées à mettre en application les Écritures et à tomber d’accord sur un arrangement amiable","Ndi, ba nyéñ hôla bet ba gwé mindañ le ba noñ matiñ ma Bibel, ba sangal ki ndañ wap ikété nsañ"
290,"Dans certaines cultures, les mariages sont arrangés par les familles : ce sont les parents qui choisissent le conjoint de leur fils ou de leur fille",Ngandak biloñ i gwé lem i nwas le bagwal bon ba pohol sobiina inyu lok yap tole inyu ngond yap
292,"Pour beaucoup de nos contemporains, le mariage est un arrangement temporaire",Ngandak i ntehe libii kiki jam li li yé ndigi inyu ndék ngéda
294,Qu’est- ce que la Bible nous apprend à propos des mariages arrangés ?,Bimbe biniigana di nla ôt ikété Bibel mu kii bagwal ba mpohol sobiina inyu bon bap?
295,J’aimais arranger les fleurs de l’église et habiller les statues de la vierge et des saints ,"Me bé ki me ngwés me mbôñgôl mbônji i i bé i ndap base, ni bititii bi Maria ni bi bapubhaga"
297,Ils ont dit qu’un ange enflé d’arrogance,Ba bi kal le ngôk u tinde ngim añgel
298,Jéhovah bénit l’humilité et punit l’arrogance :,"Yéhôva a nsayap suhulnyu, ndi a nkogse mut ngôk:"
299,Jéhovah bénit l’humilité et punit l’arrogance,"Yéhôva a nsayap suhulnyu, ndi a nkogse mut ngôk"
300,b) Comment son arrogance s’exprime- t- elle ?,Lelaa a ñunda le a yé ngôk?
301,Les principes de la Bible peuvent t’aider à obéir à ceux qui détiennent une autorité,Matiñ ma Bibel ma nla hôla we i nôgôl i bet ba gwé kunde i ngii yoñ
303,"Ces hommes collectent l’impôt pour les autorités romaines, tant détestées : ils taxent les bateaux qui s’arrêtent dans les ports, les caravanes qui circulent sur les axes principaux et les importations","Ba nyoñ tas i ngii bisitima bi nlo libôñ, ni ipañ bôt ba nyuñga ba nkil minloñ ni kamél, ni i ngii gwom bi nyuñga bi njôp i nkoñ"
305,Il exerce son autorité avec une justice parfaite,A ñénél ni telepsép i yôni
307,Comment les enfants peuvent- ils montrer qu’ils respectent l’autorité ?,Lelaa boñge ba nla unda le ba ndiihe kunde i bagwal i ngii yap?
308,Jéhovah exerce son autorité avec amour,Yéhôva a ñénél ni gwéha
310,"Si nous témoignons le respect qui convient envers l’autorité, quels bienfaits peuvent en résulter ?",Bimbe bisai di nkôhna ngéda di nti bôt lipém?
311,Il a aussi l’autorité d’établir des dirigeants,Yéhôva a gwé yak kunde i téé bôt bape kiki baane
313,"Le péché et l’imperfection des humains remontent à un passé lointain, à l’époque où, dans le jardin d’Éden, Adam et Ève se sont rebellés contre l’autorité de Dieu","Béba i mut binam ni libak li kwéha li bi bôdôl behee behee, muu i wom Eden ngéda Adam bo Eva ba bi kolba énél i Djob"
315,Nous montrons notre respect pour ces autorités en nous conformant aux lois du pays,Di ñunda le di nti ngomén lipém ngéda di nôgôl mambén ma loñ
317,Comment pouvons- nous montrer que nous respectons l’autorité dans l’assemblée ?,Lelaa di nla unda le di ndiihe kunde i i yé ngii yés ikété likoda?
319, a) Comment une femme doit- elle considérer l’autorité de son mari ?," Kiki munlôm nyen a yé ño u lihaa, nson wé u yé le kii?"
320,"Dans certains pays, des adolescents qui avaient envoyé des sextos ont été accusés par les autorités de délinquance sexuelle","I ma pam le ngomin a kit le disii di boñge di mbôk mbén i loñ, inyule ba mboñ sexting"
322,"En manifestant du respect pour l’autorité des anciens, nous obéissons à Jéhovah","Ngeñ hiki wada wés a nti mimañ mi likoda lipém, Yéhôva nyen a nôgôl"
324,Nous respectons également l’autorité parce qu’il est foncièrement de notre intérêt de le faire,Di nti ki bet ba gwé kunde i ngii yés lipém inyule hala a yé loñge ngandak inyu yés
326,"Nous avons constaté que pour être heureux tant dans le couple que dans l’assemblée, il faut respecter l’autorité, être toujours prêt à pardonner, rester humble et manifester le fruit de l’esprit","Di bi léba le inyu ba maséé ikété ndap lihaa ni likoda, di nlama ti i bet ba éga bés lipém, di bak bebee i nwéhél, i tééda libak li suhulnyuu, di boñ ki biliya i hôlôs litam li mbuu"
328,"Comment le péché et l’imperfection sont- ils apparus et, du fait de notre nature pécheresse, pourquoi avons- nous du mal à respecter l’autorité ?","Lelaa béba ni libak li kwéha li bi bôdôl, inyuki libak li kwéha li ntinde bés i kolba bet ba gwé kunde i ngii yés?"
329,b) Pourquoi peut- on dire qu’Abigaïl ne s’est pas rebellée contre l’autorité légitime de son mari ?,Inyuki jam Abigail a mboñ li nkobla bé le a nkolba tel i nlôm kiki isañ mbai?
330,"Et, finalement, de quelles manières pouvons- nous démontrer notre respect de l’autorité ? ’",Mambe manjel di gwé inyu ti bet ba gwé kunde lipém?’
331,"De cette façon, elle montrera qu’elle respecte l’autorité que Jéhovah a établie dans la famille et dans l’assemblée ","Ni njel i nyen a ñunda le, a ndiihe bitelbene bi Yéhôva inyu éga lihaa, lôñni likoda"
333,Abordons rapidement deux raisons pour lesquelles il est parfois si difficile de respecter des personnes qui détiennent une autorité,Di noode wan manjom ima ma nhôla bés i yi inyuki i ti bet ba gwé kunde lipém li nlet ngandak inyu yés
335,"Quand nous respectons l’autorité dans notre famille, l’autorité dans l’assemblée et l’autorité des représentants du gouvernement, tout le monde est gagnant ","Ngéda di neebe i suhus bésbomede i si bet ba gwé kunde i ngii yés ikété ndap lihaa, ikété likoda, ni i si baane, bés bobasôna di ga kôhna bisai"
337,Pourquoi est- ce mal de manifester un intérêt sexuel pour quelqu’un d’autre que son conjoint ?,"Inyuki i béñge mut numpe, nu a ta bé sobiina woñ ni mis ma ndéñg, i yé béba?"
338,Cela ne veut pas dire que nous devons nous aimer les uns les autres simplement par sens du devoir,Hala a nsômbôl bé kal le di nlama gwéhna bés ni bés ndik inyule di yé nyégsaga i boñ hala
340,Mais pourquoi sommes- nous si différents des autres religions ?,Kii i mboñ ni le di lôôha ba maselna ni ntôñ wo ki wo umpe?
341,Ils ne pensent pas qu’ils peuvent comprendre les vérités de la Bible mieux que les autres,Mi nhoñol bé to le mi nok biniigana bi Bibel iloo bôt bobasôna
343,"Grâce à l’aide de ses parents et d’autres dans la congrégation, cette jeune chrétienne a atteint son objectif de devenir pionnière permanente","Ni mahôla ma bagwal bé, ni ma bilôk bikéé bipe mu likoda, sita yés i bi sôk i yila nsañal nu ngéda yosôna"
345,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé ",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma
347,"Vous pouvez trouver du répit en renforçant vos amitiés, ou en en créant d’autres, en apprenant à faire de nouvelles choses ou en vous divertissant","U nla kôhna hogbe ñem inyu ngim ngéda, i ngeñ u nyéñ bana mawanda, u niglak ngim bibôlô, u tégbahaga ki ngéda i bahoma bape"
349,"Mais d’un autre côté, cela m’a permis de rencontrer Happy, une pionnière spéciale zélée originaire du Cameroun","Jam lilam li yé le me bi boma Happy, a bé nsañal nu tôbôtôbô, a bak makénd kiyaga, a lôlak i loñ Kamerun"
351,"Pour honorer l’Auteur de la vie, ils devaient absolument éviter toute action ou toute négligence qui pouvait mettre la vie des autres en danger","Inyu ti Nwet niñ lipém, ba bé lama keñgle liboñok jo ki jo li bé le li hubus niñ i bôt bap ba libôk"
353,"Naomi désire par conséquent procurer à Ruth, qui est devenue comme une fille pour elle, un lieu de repos , autrement dit la sécurité et la protection qu’offrent un foyer et un mari","Nano le Ruth a nyila Naômi bañga yé ngond, jon a nyiñil Ruth homa linôyôi, hala wee matééda ni lisolbene muda a nla kôs i ndap libii"
355,Quel genre de paroles renforcent nos relations avec les autres ?,Mimbe mintén mi bipôdôl mi nhôlôs?
356,La voix à l’autre bout a dit : C’est Katie,"Kiñ mu nsiñga i kal me le: A Rôbison, Kati nu"
358,Quelles autres perles spirituelles as- tu découvertes dans la lecture de la Bible de cette semaine ?,Imbe tik ngok i mbuu ipe u nléba ikété lisoñgol li Bibel li sonde ini?
359,"Mais dans la réalité, il en va tout autrement","Ndi, maliga ma yé le, hala a yé ndik eem"
361,De quelle autre façon pouvons- nous montrer notre gratitude pour la rançon ?,Ni imbe njel ipe di nla unda le di nti mayéga inyu binoñ?
362,"Il lui assure que si elle ne fait rien, les Juifs seront sauvés par un autre moyen","A nkal nye le ibale a ntjél boñ jam li, tohi i Lôk Yuda i ga lôl homa numpe"
364,"Selon un professeur de chimie, il lui aurait fallu, entre autres, 1) une membrane protectrice, 2) la capacité à recevoir de l’énergie et à la transformer, 3) de l’information, contenue dans les gènes et 4) la capacité à répliquer cette information","Malét njôôñ yi wada a bi kal le, i bé sômbla le mintén mi niñ mi, mi bana kôgôô i i nsôñ nwo, ngap i bana ngui ni i gwélél yo, ngim biniigana bi tôbôtôbô mukété yap , ni ngap i bulus biniigana bi"
366,Les jeunes chrétiens sont respectueux envers leurs professeurs et les autres personnes qui travaillent dans leur école,"Boñge ba wanda ba ba yé bikristen, ba nlama ti balét bap ni bakena suklu lipém"
368,"Pour Zekaria et les autres Juifs, Shinéar était un lieu d’exil approprié pour Méchanceté ","Inyu bon ba Israel ba dilo di Sakaria, Sinar a bé toi homa ba bé lama bii Béba"
370,Frère Barber a proposé frère Rutherford et six autres frères,"Jon, mankéé Barber a bi pohol Joseph Rutherford ni bilôk bikéé bipe bi bôlôm bisamal"
372,"De cette manière, Satan a attaqué ce qu’on appelle la souveraineté de Dieu, autrement dit sa position de Dieu Très-Haut",Hala nyen Satan a bi kolba yom i nsébla le kahab Djob to le tel yé i Nungingii
374,"Les autres, dans le bateau, avancent plus lentement, car ils traînent le filet rempli de poissons",Baa bape ba nlo beñee ni môñgô mu kiki ba nimbil mbunja nyonok ni tjobi
376,Comment puis- je les utiliser pour aider les autres ?,Lelaa me nla gwélél gwo inyu hôla bôt bape?’
377,Comment pouvons- nous affermir les autres ?,Lelaa di nla lédés bôt bape?
378,Jésus vient d’encourager ses apôtres en discutant avec eux à cœur ouvert,"Yésu a ntip kwel ni baôma bé inyu lédés bo, a nyible bo ñem wé"
380,"Il s’est montré très courageux, il a agi, et avec l’aide de Jéhovah il a construit un temple magnifique en sept ans et demi","A bi lôôha unda ñem ngui, a jôp bôlô, ni mahôla ma Yéhôva, a bi mal oñ témpel i bé lam kiyaga, mbus nwii 7 ni pes"
382,"À présent, après le repas de la Pâque semble- t- il, il cite ces paroles prophétiques de David : L’homme en paix avec moi, un homme en qui j’avais confiance, qui mangeait mon pain, a levé son talon contre moi","Nano, kiki ba mal je Pasa, a mpahal bini bibuk bi mbañ David le: Liwanda jem li mea, nu me bé bôdôl ñem, nu a bé je koga yem, a bi pa tindi yé ikolba me"
384,"Avec le temps, les habitants de cette région ont adopté une forme de culte intégrant certaines croyances et pratiques dictées par la Loi de Dieu, comme la circoncision","Kii ngéda i bé tagbe, ba bi bot ngim base i i bé noñ ngim mam i Mbén Djob kiki bo likwee"
386,"Proclamons avec joie, courage","Ni woñi u Djob nyen di nsal,"
387,"Elle le soutient et lui est soumise, elle n’a pas d’exigences déraisonnables, elle collabore plutôt avec lui pour qu’ils puissent rester concentrés sur les questions spirituelles","A nit nlôm, a nsuhul nyemede isi yé, a mbat bé nye mam a nla bé kôs, ndi a nit nye le gwéñe bi mbuu gwon bi telep i bisu"
389,Biographie : J’ai retiré des bienfaits à marcher avec des sages,Ñañ u niñ i bôt
390,Ils voulaient rompre tout lien avec la fausse religion ,Ba bééna ha bé ki ngôñ i bana maada mo ki mo ni kwéha base
392,En mesurant le tissu avec un mètre,Ndik ngéda b’a hek libatô lini ni méta
394,Nous devons aussi être honnêtes avec nos frères et sœurs chrétiens,Di nlama ki ba maliga ipañ bilôk bikéé gwés bi bôlôm ni bi bôda i pes mbuu
396,"En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo"
398,Débarrassez- vous de tout ce qui a un rapport avec le spiritisme et de tout ce qui présente la magie ou les démons comme sans danger ou amusants,"Tjôô kii yosôna i gwé maada mo kiki mo ni makañ, yak ni mimbuu mimbe, to ibale i nene bé we béba tole u nhoñol le i nla ti we maséé"
400,"C’est avec raison que Jésus nous a dit de chercher le Royaume, pas les choses matérielles","Yañga bé nyen Yésu a bi niiga bés i yéñ Ane, he gwom bé"
402,Que signifie mener à bien son propre salut avec crainte et tremblement ?,Kii i sal inyu tohi yés ni woñi ni sehla i nkobla?
403,Quel genre de paroles renforcent nos relations avec les autres ?,Mimbe mintén mi bipôdôl mi nhôlôs?
404,"Il m’a expliqué qu’un des frères qui travaillaient avec lui allait suivre pendant un mois les cours de l’École du ministère du Royaume, après quoi il serait affecté au département pour le service","A bi kal le mankéé wada nu a bé sal ni nye, a bé ke i suklu nson u Ane inyu sôñ yada, ni le mbus suklu, a bé lama sal i Juu li nson li bakena ntôñ"
406,Mais nous avons passé des moments très joyeux avec eux,"Ndi i tégbaha ngéda ni baudu ba, i bi ba loñge ngéda kiyaga"
408,"Ce qu’une femme veut surtout, c’est que son mari soit gentil avec elle et qu’il l’aime ","Iloo mam ma momasôna, muda a ngwés le nlô wé a unda nye loñgeñem ni gwéha"
410,Comment sœur Pötzinger* a- t- elle utilisé son temps avec sagesse durant son isolement ?,Lelaa Sita Pötzinger* a bi gwélél ngéda yé ni pék i ngeñ a bé i ndap yé mok nyetama?
411,"Qu’apprenons- nous de la façon dont Osée a agi avec sa femme, Gomèr ?","Ngéda di nhoñol lelaa Hôséa a bi niñ ni Gômer, kii hala a niiga bés?"
