,french,bassa
129,Il calcule cet âge à partir de ce que lui ont appris les astrologues venus d’Orient.,"A ñôt nsoñgi u nwii mi, inoñnaga ni jam bayitjôdôt ba bé lôl i pes likôl ba bi kal nye."
130,"À partir de ce moment, ma mère et moi avons régulièrement prêché ensemble.","Ibôdôl ha i ke ni bisu, me bééna lem i pam likalô ni mama yem."
131,"À partir de la plage où il échoue, il n’a plus qu’à trouver son chemin.","Ibôdôl ha homa hiobi hi nlo nye, a gwé ndigi le a léba njel yé."
132,"À partir de 1931, frère Diehl a servi fidèlement au Béthel de Berne .","I bibôdle bi ñwii 1931, mankéé Diehl a bi sal i Bétel i Bern, i loñ i Suwis."
133,"À partir de la fin du XIXe siècle, quel rôle important frère Russell a- t- il joué ?","Ibôdôl i ñwii 1870, umbe nson nkeñi makéé Russell a bi gwel?"
134,"À partir de ce moment- là, les pharisiens ont voulu tuer Lazare et Jésus.",Ibôdôl ha nyen Farisai i bi kahal yéñ nol Lasarô ni Yésu.
135,La gloire de Babylone a commencé à décliner à partir de 539 avant notre ère.,"Ibôdôl nwii 539 B.N.Y., lipém li Babilôn li bi bôdôl sundi."
136,12 Où était Adam avant que Jéhovah le crée à partir de la poussière ?,12 He Adam a bé i lole Yéhôva a nhek nye ni lipum li biték?
137,"À partir de septembre, le Cahier Vie et ministère contiendra de nouveaux modèles de présentations, intitulés « Enseigne la vérité ».","Ibôdôl i sôñ Dipos, kaat likoda li ñem sonde li ga bana ntén dihéga di mondo inyu ti bikaat bi sôñ, u u gwé ño le “Niiga maliga.”"
138,"9 À partir de 1919, Jéhovah a commencé par réorganiser et réunir progressivement les oints, comparables au bâton « pour Juda ».","9 Ibôdôl ha i nwii 1919 i ke ni bisu, Yéhôva a bi témb a bôdôl tjek ni kot minhook ndék ni ndék, nwon mi bé yimbne i kék “inyu Yuda.”"
139,Cet ouvrage se base sur les récits de la Bible pour raconter l’histoire de la famille humaine à partir de la création.,"Ni njel miñañ mi Bibel, ini kaat i ñañle bés niñ i bôt ba binam, ibôdôl ni ngéda ba bi héga, i ke ni bisu."
140,"Mais, à 12 ans, je suis devenu proclamateur et à partir de ce moment- là, j’ai toujours participé régulièrement à la prédication.","Ndi, ngéda me bi pam 12 nwii, me yila ntéé likalô, me kenek i likalô hiki ngéda."
141,Qu’est- ce qui semble le plus logique : que tout soit apparu à partir de rien ou que quelqu’un soit à l’origine de tout ?,"Limbe jam mut pék a nla pala neebe —le mam momasôna ba bi lo ndik hala, tole ngim mut yon i bi lona mam momasôna?"
142,"Si on compte 483 ans à partir de l’année 455 avant Jésus Christ, on arrive à l’année 29 .","Ibale di nsoñgol 483 ñwii ibôdôl i ñwii 455 B.N.Y., hala a pamna bés i ñwii 29 N.Y."
143,On utilise des produits obtenus à partir de l’hémoglobine humaine ou animale pour soigner des patients qui sont atteints d’anémie aiguë ou qui ont perdu une grande quantité de sang.,Ba ngwélél hémôglôbin i nlôl i matjél ma bôt ba binam ni ma binuga inyu boñ bee bi ntibil i bôt matjél ma mal ikété nyuu tole i bôt ba nimis matjél ngandak.
144,"À partir de ce numéro, La Tour de Garde attirera l’attention sur des articles récents appartenant à des rubriques qui étaient auparavant publiées dans nos revues, mais que tu retrouveras désormais sur notre site, jw.org.","Ibôdôl munu nomba ini, Nkum Ntat a ga pôdôl miño mi minkwel mi mondo mi mi bi bôk pam mimbamble nwés, ndi mi mi mpam nano i site yés, jw.org."
145,"À partir de 1970, on m’a demandé de me rendre pendant quelques semaines tous les un ou deux ans dans plusieurs filiales de la Watch Tower Society, pour effectuer ce qu’on appelait alors des visites de zone.","Bibôdle bi nwii 1970, ba bé om me i yuuga dikuu di ngim biloñ di Mbôgi Yéhôva ndék sonde hiki nwii, tole hiki nwii ima."
146,"» Sachio ajoute : « Nous avons décidé de partir à la découverte de Rangoun, la capitale, pendant une semaine.","Sachio a nkônde le: “Di bi yoñ makidik i ke tégbaha sonde yada i Yangon, nyañ tison i loñ Myanmar, inyu béñge yo."
147,"7 Un jour, Jéhovah a demandé à Abraham et Sara de quitter leur maison à Our et de partir pour un pays étranger.",7 Djob a bi kal Abraham bo Sara le ba nyodi i nkoñ wap u Ur inyu ke i loñ ipe.
148,"Comme Jésus l’explique, quel changement a lieu à partir du ministère de Jean ?","Kiki Yésu a ntoñol, mambe mahéñha ma mbôdôl bôña ni nson u Yôhanes Nsôble?"
149,Ma mère savait raisonner à partir des Écritures de façon très convaincante.,M’ma a bé yi gwélél Bitilna inyu kwés bôt nkaa.
150,"Se sentant aussi inutile qu’eux, Éliya s’écrie : « C’est assez !",Jon a nlôndôl Djob le: “Hala a kôli!”
151,"Un serviteur se tourne vers son maître, c’est-à-dire compte sur lui, pour recevoir nourriture et protection. Mais il doit aussi se tourner constamment vers lui pour comprendre quelle est sa volonté et la faire.","A bé gwés kal le nkol u nun ndik bé nwet wé inyu kôs bijek, tole inyu boñ le a sôñ nye, ndi le nkol u nlama béñge nwet wé inyu yimbe mam ma nkon nye ngôñ, kayéle a yônôs mo."
152,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé .",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma. —Lukas 4:43.
153,"Cette application est aussi utile pour la prédication, en particulier pour le témoignage informel.","I yé ki nseñ i likalô, téntén ngéda di nkwélés bôt mu kiki di mboñ mam mape ma niñ."
154,À quoi les publications pour les jeunes peuvent- elles aussi les aider ?,Kii ipe bikaat gwés bi nhôla boñge bawanda ni batitigi i boñ?
155,10 Nous devons aussi être honnêtes avec nos frères et sœurs chrétiens.,10 Di nlama ki ba maliga ipañ bilôk bikéé gwés bi bôlôm ni bi bôda i pes mbuu.
156,"9 Aujourd’hui, nous imitons nous aussi le courage de Jésus.","9 Nlélém jam inyu yés, di noñ ndémbél i ñem ngui Yésu a bi yék."
157,David a lui aussi été guidé par l’esprit saint .,"Mbuu mpubi u bi hôla nye i nok ndip mam i Djob, u éga ki nye mu kii a bé tila bipes bi Bibel."
158,"3 Puisque nous aimons la Bible, nous aimons aussi nos publications, qui s’appuient sur elle.","3 Di ngwés Bibel, inyu hala nyen di ngwés ki bikaat gwés bi bi ntoñol Bibel."
159,Mais elle sait aussi que la tenue d’un enfant rejaillit sur la réputation de ses parents.,"A nyi ki le ibale man a yé mapubi tole mahindi, hala a nla ti bagwal jôl lilam tole libe."
160,"Nous devons nous aussi trouver de la joie dans la vérité, dire la vérité et penser à tout ce qui est vrai, même si nous vivons dans un monde de mensonge et d’injustice .","Di nlama ki kon maséé ni maliga, di pot maliga, di wan ki mam momasôna ma yé maliga, to hala kiki di niñ i nkoñ isi u u yé nyonok ni bitembee ni ngitelepsép. —1 Korintô 13:6; Filipi 4:8."
161,"Si Jéhovah nous a donné la Bible, c’est aussi pour que nous sachions ce qu’il faut faire pour être heureux et avoir une vie riche de sens.","Njom ipe i i bi tinde Yéhôva i ti bés Bañga yé le Bibel i yé le, di nla yi lelaa di nla niñ kayéle niñ yés i ba ikété maséé, i ban-ga ki nseñ."
162,"Après, elle en a donné à Adam, qui en a mangé aussi.","I mbus, a ti Adam ndég mu, yak nye ki a je."
163,Rejeter le flirt l’a aussi protégé d’une conduite immorale.,"Likeñgle mintjaga inyu minjôha, li bi hôla nye i keñgle i kwo i nyega malal."
164,Nous devrions aussi leur apporter un soutien tout particulier si leur intégrité est éprouvée à l’école au quotidien.,Di nlama ki kônde nit bo ngéda ba mboma ngolba hiki kel i suklu inyu hémle yap.
165,Il veut que nous considérions la vie comme précieuse — aussi bien notre vie que la vie des autres .,"A gwé ngôñ le di diihe biniñ gwés —hala wee niñ yés yomede, ni i bôt bape. —Ñañal 11:9, 10."
166,.,
167,Nous verrons aussi quelles qualités aident à être fidèles.,Di ga tehe ki bilem bilam bipe bi nla hôla bés i boñ hala.
168,,
169,12 Joseph. Cet arrière-petit-fils d’Abraham a su patienter lui aussi.,"12 Yak Yôsep ndandi Abraham, a bi éba le a bé nkôôbaga i hônba."
170,"Il faut aussi faire savoir aux anciens qu’on est volontaire pour nettoyer la Salle du Royaume, faire des exposés de remplacement, emmener quelqu’un aux réunions, ou autre.","Yis mimañ le u yé bebee i ti mahôla, kiki bo pubus Ndap Ane, i héñha mut nu a ta bé inyu lôôs nkwel, tole i kena ngim mut makoda hiki ngéda."
171,"Pour nous, la vie est- elle aussi précieuse que pour Dieu ?",Baa ni ndiihe niñ nlélém kiki Nyambe?
172,Et quels sont ses sentiments lorsqu’il apprend que Hophni et Phinéas méprisent aussi les lois de Jéhovah sur la morale sexuelle en ayant des rapports avec des femmes accomplissant un service au tabernacle ?,"Hégda lelaa Samuel a nôgda ngéda a nsôk yi le Hofni bo Finéhas ba mbôk Mbén i Yéhôva inyu ndéñg, inyule ba nlalna bôda ba ba nsal i Ndap Djob."
173,"Il faut être bien habillé, mais il faut aussi éviter les extrêmes.","To hala kiki di nyéñ haba loñge, di nlama yi minwaa nwés.”"
174,"Si vous gardez du ressentiment, vous pouvez vous faire du tort physiquement et affectivement, mais votre couple peut aussi en souffrir.","Ibale u ntééda hiun ikété ñem, u ga tééñga mbôô woñ ni mahoñol moñ —u nla ki ôbôs libii joñ."
175,Pourquoi est- ce mal de manifester un intérêt sexuel pour quelqu’un d’autre que son conjoint ?,"Inyuki i béñge mut numpe, nu a ta bé sobiina woñ ni mis ma ndéñg, i yé béba?"
176,4 Cela ne veut pas dire que nous devons nous aimer les uns les autres simplement par sens du devoir.,4 Hala a nsômbôl bé kal le di nlama gwéhna bés ni bés ndik inyule di yé nyégsaga i boñ hala.
177,Mais pourquoi sommes- nous si différents des autres religions ?,Kii i mboñ ni le di lôôha ba maselna ni ntôñ wo ki wo umpe?
178,Ils ne pensent pas qu’ils peuvent comprendre les vérités de la Bible mieux que les autres.,Mi nhoñol bé to le mi nok biniigana bi Bibel iloo bôt bobasôna.
179,"» Grâce à l’aide de ses parents et d’autres dans la congrégation, cette jeune chrétienne a atteint son objectif de devenir pionnière permanente.","Ni mahôla ma bagwal bé, ni ma bilôk bikéé bipe mu likoda, sita yés i bi sôk i yila nsañal nu ngéda yosôna."
180,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé .",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma. —Lukas 4:43.
181,"Vous pouvez trouver du répit en renforçant vos amitiés, ou en en créant d’autres, en apprenant à faire de nouvelles choses ou en vous divertissant.","U nla kôhna hogbe ñem inyu ngim ngéda, i ngeñ u nyéñ bana mawanda, u niglak ngim bibôlô, u tégbahaga ki ngéda i bahoma bape."
182,"Mais d’un autre côté, cela m’a permis de rencontrer Happy, une pionnière spéciale zélée originaire du Cameroun.","Jam lilam li yé le me bi boma Happy, a bé nsañal nu tôbôtôbô, a bak makénd kiyaga, a lôlak i loñ Kamerun."
183,"Pour honorer l’Auteur de la vie, ils devaient absolument éviter toute action ou toute négligence qui pouvait mettre la vie des autres en danger.","Inyu ti Nwet niñ lipém, ba bé lama keñgle liboñok jo ki jo li bé le li hubus niñ i bôt bap ba libôk."
184,"Naomi désire par conséquent procurer à Ruth, qui est devenue comme une fille pour elle, « un lieu de repos », autrement dit la sécurité et la protection qu’offrent un foyer et un mari.","Nano le Ruth a nyila Naômi bañga yé ngond, jon a nyiñil Ruth homa “linôyôi,” hala wee matééda ni lisolbene muda a nla kôs i ndap libii."
185,Quel genre de paroles renforcent nos relations avec les autres ?,Mimbe mintén mi bipôdôl mi nhôlôs?
186,» La voix à l’autre bout a dit : « C’est Katie.,"Kiñ mu nsiñga i kal me le: “A Rôbison, Kati nu."
187,Quelles autres perles spirituelles as- tu découvertes dans la lecture de la Bible de cette semaine ?,Imbe tik ngok i mbuu ipe u nléba ikété lisoñgol li Bibel li sonde ini?
188,"Mais dans la réalité, il en va tout autrement.","Ndi, maliga ma yé le, hala a yé ndik eem."
189,14 De quelle autre façon pouvons- nous montrer notre gratitude pour la rançon ?,14 Ni imbe njel ipe di nla unda le di nti mayéga inyu binoñ?
190,"Il lui assure que si elle ne fait rien, les Juifs seront sauvés par un autre moyen.","A nkal nye le ibale a ntjél boñ jam li, tohi i Lôk Yuda i ga lôl homa numpe."
191,"Selon un professeur de chimie, il lui aurait fallu, entre autres, 1) une membrane protectrice, 2) la capacité à recevoir de l’énergie et à la transformer, 3) de l’information, contenue dans les gènes et 4) la capacité à répliquer cette information.","Malét njôôñ yi wada a bi kal le, i bé sômbla le mintén mi niñ mi, mi bana  kôgôô i i nsôñ nwo,  ngap i bana ngui ni i gwélél yo,  ngim biniigana bi tôbôtôbô mukété yap , ni  ngap i bulus biniigana bi."
192,Les jeunes chrétiens sont respectueux envers leurs professeurs et les autres personnes qui travaillent dans leur école.,"Boñge ba wanda ba ba yé bikristen, ba nlama ti balét bap ni bakena suklu lipém."
193,"17 Pour Zekaria et les autres Juifs, Shinéar était un lieu d’exil approprié pour « Méchanceté ».","17 Inyu bon ba Israel ba dilo di Sakaria, Sinar a bé toi homa ba bé lama bii Béba."
194,Frère Barber a proposé frère Rutherford et six autres frères.,"Jon, mankéé Barber a bi pohol Joseph Rutherford ni bilôk bikéé bipe bi bôlôm bisamal."
195,"De cette manière, Satan a attaqué ce qu’on appelle la “ souveraineté ” de Dieu, autrement dit sa position de Dieu Très-Haut.",Hala nyen Satan a bi kolba yom i nsébla le “kahab” Djob to le tel yé i Nungingii.
196,"Les autres, dans le bateau, avancent plus lentement, car ils traînent le filet rempli de poissons.",Baa bape ba nlo beñee ni môñgô mu kiki ba nimbil mbunja nyonok ni tjobi.
197,Comment puis- je les utiliser pour aider les autres ?,Lelaa me nla gwélél gwo inyu hôla bôt bape?’
198,Un autre facteur est à considérer : c’est l’effet que la participation à un tel repas pourrait avoir sur les autres.,"Jam lipe mankéé nu muda a nlama beñge li yé le, ibale a nke nyoo i boma i, lelaa bôt bape ba ga hoñol?"
199,Comment pouvons- nous affermir les autres ?,Lelaa di nla lédés bôt bape?
200,"2 Dans une telle situation, comment aimerais- tu que l’on agisse avec toi ?",2 Noode ki hoñol lelaa w’a gwés le bape ba leege we ibale wen u mboma nlélém jam.
201,Jésus vient d’encourager ses apôtres en discutant avec eux à cœur ouvert.,"Yésu a ntip kwel ni baôma bé inyu lédés bo, a nyible bo ñem wé."
202,"[2]  Tirez profit de l’École du ministère théocratique, p. 62-64, donne d’excellentes suggestions sur la façon de discuter avec les gens en prédication.","[2]  Ini kaat ni hop Pulasi le Tirez profit de l’École du ministère théocratique, pages 62-64, i gwé biloñge bi maéba inyu yi lelaa di nlama kwélés bôt ngéda di yé i likalô."
203,"Il s’est montré très courageux, il a agi, et avec l’aide de Jéhovah il a construit un temple magnifique en sept ans et demi.","A bi lôôha unda ñem ngui, a jôp bôlô, ni mahôla ma Yéhôva, a bi mal oñ témpel i bé lam kiyaga, mbus nwii 7 ni pes."
204,"À présent, après le repas de la Pâque semble- t- il, il cite ces paroles prophétiques de David : « L’homme en paix avec moi, un homme en qui j’avais confiance, qui mangeait mon pain, a levé son talon contre moi.","Nano, kiki ba mal je Pasa, a mpahal bini bibuk bi mbañ David le: “Liwanda jem li mea, nu me bé bôdôl ñem, nu a bé je koga yem, a bi pa tindi yé ikolba me.”"
205,"Avec le temps, les habitants de cette région ont adopté une forme de culte intégrant certaines croyances et pratiques dictées par la Loi de Dieu, comme la circoncision.","Kii ngéda i bé tagbe, ba bi bot ngim base i i bé noñ ngim mam i Mbén Djob kiki bo likwee."
